Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-03-30,3110.969970703125,3111.550048828125,3079.050048828125,3091.570068359375,1833130000,0,0
2012-04-02,3085.93994140625,3123.030029296875,3079.780029296875,3119.699951171875,1768210000,0,0
2012-04-03,3119.64990234375,3128.25,3097.409912109375,3113.570068359375,1804950000,0,0
2012-04-04,3085.4599609375,3086.35009765625,3052.580078125,3068.090087890625,1813150000,0,0
2012-04-05,3061.75,3083.3798828125,3061.139892578125,3080.5,1548040000,0,0
2012-04-09,3037.280029296875,3058.760009765625,3032.219970703125,3047.080078125,1371140000,0,0
2012-04-10,3044.669921875,3055.199951171875,2987.0,2991.219970703125,1953600000,0,0
2012-04-11,3020.14990234375,3030.510009765625,3008.75,3016.4599609375,1540890000,0,0
2012-04-12,3023.110107421875,3059.260009765625,3020.43994140625,3055.550048828125,1480340000,0,0
2012-04-13,3045.080078125,3045.419921875,3010.77001953125,3011.330078125,1483850000,0,0
2012-04-16,3027.570068359375,3027.570068359375,2975.8701171875,2988.39990234375,1594320000,0,0
2012-04-17,3002.02001953125,3052.760009765625,2999.489990234375,3042.820068359375,1555070000,0,0
2012-04-18,3031.820068359375,3045.0400390625,3023.909912109375,3031.449951171875,1599470000,0,0
2012-04-19,3028.199951171875,3058.719970703125,2994.93994140625,3007.56005859375,1991120000,0,0
2012-04-20,3023.72998046875,3034.68994140625,2999.010009765625,3000.449951171875,1935880000,0,0
2012-04-23,2969.0,2973.3798828125,2946.0400390625,2970.449951171875,1767360000,0,0
2012-04-24,2967.3701171875,2979.080078125,2950.3798828125,2961.60009765625,1690840000,0,0
2012-04-25,3013.64990234375,3031.409912109375,3010.570068359375,3029.6298828125,1721330000,0,0
2012-04-26,3029.6201171875,3056.77001953125,3027.7900390625,3050.610107421875,1763510000,0,0
2012-04-27,3060.340087890625,3076.43994140625,3043.300048828125,3069.199951171875,1777750000,0,0
2012-04-30,3060.06005859375,3063.659912109375,3043.25,3046.360107421875,1633170000,0,0
2012-05-01,3044.7900390625,3085.39990234375,3041.6201171875,3050.43994140625,1854230000,0,0
2012-05-02,3035.070068359375,3061.469970703125,3028.93994140625,3059.85009765625,1825190000,0,0
2012-05-03,3061.1298828125,3061.3798828125,3016.199951171875,3024.300048828125,1869130000,0,0
2012-05-04,3001.14990234375,3001.47998046875,2956.340087890625,2956.340087890625,1944010000,0,0
2012-05-07,2940.409912109375,2970.199951171875,2939.2099609375,2957.760009765625,1740430000,0,0
2012-05-08,2939.360107421875,2952.64990234375,2900.06005859375,2946.27001953125,2175840000,0,0
2012-05-09,2912.409912109375,2948.77001953125,2900.179931640625,2934.7099609375,2047090000,0,0
2012-05-10,2950.2099609375,2950.2099609375,2923.139892578125,2933.639892578125,2004150000,0,0
2012-05-11,2919.35009765625,2960.3798828125,2918.739990234375,2933.820068359375,1735380000,0,0
2012-05-14,2907.780029296875,2924.889892578125,2898.89990234375,2902.580078125,1683460000,0,0
2012-05-15,2902.300048828125,2930.679931640625,2889.389892578125,2893.760009765625,1826210000,0,0
2012-05-16,2904.669921875,2913.89990234375,2872.25,2874.0400390625,1933900000,0,0
2012-05-17,2874.7099609375,2879.219970703125,2813.68994140625,2813.68994140625,2016980000,0,0
2012-05-18,2814.429931640625,2827.280029296875,2774.449951171875,2778.7900390625,2692450000,0,0
2012-05-21,2782.550048828125,2848.830078125,2774.760009765625,2847.2099609375,1870420000,0,0
2012-05-22,2853.8701171875,2867.340087890625,2823.219970703125,2839.080078125,1861850000,0,0
2012-05-23,2832.169921875,2855.35009765625,2795.5,2850.1201171875,1929640000,0,0
2012-05-24,2856.550048828125,2858.239990234375,2817.6201171875,2839.3798828125,1750290000,0,0
2012-05-25,2839.739990234375,2846.31005859375,2829.760009765625,2837.530029296875,1282680000,0,0
2012-05-29,2853.27001953125,2882.830078125,2846.679931640625,2870.989990234375,221430000,0,0
2012-05-30,2847.27001953125,2847.27001953125,2825.639892578125,2837.360107421875,1671040000,0,0
2012-05-31,2837.3701171875,2842.429931640625,2801.9599609375,2827.340087890625,2180130000,0,0
2012-06-01,2810.1298828125,2810.1298828125,2747.239990234375,2747.47998046875,1966370000,0,0
2012-06-04,2747.610107421875,2769.929931640625,2726.679931640625,2760.010009765625,1755750000,0,0
2012-06-05,2749.35009765625,2781.969970703125,2749.340087890625,2778.110107421875,1625600000,0,0
2012-06-06,2796.22998046875,2844.719970703125,2796.22998046875,2844.719970703125,1761050000,0,0
2012-06-07,2872.050048828125,2873.590087890625,2827.820068359375,2831.02001953125,1655370000,0,0
2012-06-08,2823.820068359375,2860.93994140625,2814.800048828125,2858.419921875,1390260000,0,0
2012-06-11,2882.489990234375,2882.9599609375,2806.89990234375,2809.72998046875,1480220000,0,0
2012-06-12,2815.840087890625,2843.669921875,2802.3798828125,2843.070068359375,1594310000,0,0
2012-06-13,2838.1201171875,2853.169921875,2810.590087890625,2818.610107421875,1602080000,0,0
2012-06-14,2820.6298828125,2842.31005859375,2807.550048828125,2836.330078125,1633370000,0,0
2012-06-15,2839.39990234375,2874.3798828125,2837.93994140625,2872.800048828125,2020100000,0,0
2012-06-18,2872.489990234375,2903.030029296875,2853.860107421875,2895.330078125,1586190000,0,0
2012-06-19,2909.8701171875,2940.22998046875,2908.449951171875,2929.760009765625,1835480000,0,0
2012-06-20,2932.9599609375,2942.280029296875,2910.0,2930.449951171875,1563080000,0,0
2012-06-21,2929.14990234375,2930.929931640625,2857.10009765625,2859.090087890625,1822200000,0,0
2012-06-22,2866.169921875,2894.35009765625,2863.929931640625,2892.419921875,3544010000,0,0
2012-06-25,2863.889892578125,2863.889892578125,2829.22998046875,2836.159912109375,1514430000,0,0
2012-06-26,2845.39990234375,2862.14990234375,2832.02001953125,2854.06005859375,1623160000,0,0
2012-06-27,2862.1298828125,2882.39990234375,2860.1298828125,2875.320068359375,1668580000,0,0
2012-06-28,2853.889892578125,2855.739990234375,2818.18994140625,2849.489990234375,1795850000,0,0
2012-06-29,2902.43994140625,2935.1298828125,2895.60009765625,2935.050048828125,2021190000,0,0
2012-07-02,2938.409912109375,2951.22998046875,2925.7099609375,2951.22998046875,1845240000,0,0
2012-07-03,2950.81005859375,2976.080078125,2948.39990234375,2976.080078125,1009330000,0,0
2012-07-05,2970.3701171875,2987.93994140625,2958.300048828125,2976.1201171875,1423990000,0,0
2012-07-06,2955.199951171875,2957.5,2921.3701171875,2937.330078125,1437420000,0,0
2012-07-09,2934.489990234375,2942.989990234375,2919.0400390625,2931.77001953125,1455500000,0,0
2012-07-10,2945.35009765625,2953.469970703125,2891.419921875,2902.330078125,1725730000,0,0
2012-07-11,2898.77001953125,2905.510009765625,2866.530029296875,2887.97998046875,1635120000,0,0
2012-07-12,2867.080078125,2876.320068359375,2837.719970703125,2866.18994140625,1719460000,0,0
2012-07-13,2874.06005859375,2913.280029296875,2873.389892578125,2908.469970703125,1373620000,0,0
2012-07-16,2903.030029296875,2910.199951171875,2888.010009765625,2896.93994140625,1414470000,0,0
2012-07-17,2911.4599609375,2916.610107421875,2871.64990234375,2910.0400390625,1774160000,0,0
2012-07-18,2904.239990234375,2951.300048828125,2902.949951171875,2942.60009765625,1817040000,0,0
2012-07-19,2961.7099609375,2976.219970703125,2952.419921875,2965.89990234375,1735920000,0,0
2012-07-20,2957.02001953125,2957.02001953125,2925.300048828125,2925.300048828125,1810420000,0,0
2012-07-23,2877.510009765625,2898.050048828125,2852.8798828125,2890.14990234375,1607140000,0,0
2012-07-24,2894.949951171875,2896.56005859375,2847.219970703125,2862.989990234375,1748410000,0,0
2012-07-25,2856.780029296875,2870.219970703125,2839.760009765625,2854.239990234375,1784150000,0,0
2012-07-26,2896.679931640625,2905.570068359375,2876.010009765625,2893.25,1981520000,0,0
2012-07-27,2906.5,2961.8701171875,2900.97998046875,2958.090087890625,2102610000,0,0
2012-07-30,2959.070068359375,2970.300048828125,2939.0400390625,2945.840087890625,1483990000,0,0
2012-07-31,2945.080078125,2959.6201171875,2938.409912109375,2939.52001953125,1801440000,0,0
2012-08-01,2956.719970703125,2958.280029296875,2917.780029296875,2920.2099609375,1722530000,0,0
2012-08-02,2900.4599609375,2934.64990234375,2890.85009765625,2909.77001953125,1822620000,0,0
2012-08-03,2951.280029296875,2977.409912109375,2945.81005859375,2967.89990234375,1730210000,0,0
2012-08-06,2978.159912109375,3000.239990234375,2974.22998046875,2989.909912109375,1528260000,0,0
2012-08-07,3002.659912109375,3028.610107421875,3002.090087890625,3015.860107421875,1899240000,0,0
2012-08-08,3003.77001953125,3018.89990234375,3002.409912109375,3011.25,1874580000,0,0
