Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-03-30,836.469970703125,838.3699951171875,828.0,830.2999877929688,3676890000,0,0
2012-04-02,828.8900146484375,840.6300048828125,826.5700073242188,840.6300048828125,3572010000,0,0
2012-04-03,839.5700073242188,841.0599975585938,831.6500244140625,834.7999877929688,3822090000,0,0
2012-04-04,827.6699829101562,827.6699829101562,817.0800170898438,820.3800048828125,3938290000,0,0
2012-04-05,817.239990234375,821.3499755859375,816.4299926757812,818.1799926757812,3303740000,0,0
2012-04-09,808.719970703125,808.719970703125,800.75,803.4600219726562,3468980000,0,0
2012-04-10,802.7100219726562,803.6099853515625,783.5599975585938,784.1500244140625,4631730000,0,0
2012-04-11,791.030029296875,796.72998046875,791.010009765625,796.5900268554688,3743040000,0,0
2012-04-12,796.7100219726562,810.2899780273438,796.7100219726562,808.5900268554688,3618280000,0,0
2012-04-13,806.8400268554688,806.8400268554688,796.22998046875,796.2899780273438,3631160000,0,0
2012-04-16,796.2899780273438,802.7000122070312,791.030029296875,798.0800170898438,3574780000,0,0
2012-04-17,803.510009765625,816.3200073242188,803.510009765625,810.6300048828125,3456200000,0,0
2012-04-18,809.4099731445312,809.4099731445312,800.5499877929688,803.3200073242188,3463140000,0,0
2012-04-19,804.3099975585938,809.739990234375,794.8099975585938,798.9000244140625,4180020000,0,0
2012-04-20,798.8900146484375,810.219970703125,798.8900146484375,804.0499877929688,3833320000,0,0
2012-04-23,795.5599975585938,795.5599975585938,785.3699951171875,791.8499755859375,3654860000,0,0
2012-04-24,792.5,799.5399780273438,790.8800048828125,798.0499877929688,3617100000,0,0
2012-04-25,805.4199829101562,813.8400268554688,805.4199829101562,812.1199951171875,3998430000,0,0
2012-04-26,810.6099853515625,819.5599975585938,810.1699829101562,818.3300170898438,4034700000,0,0
2012-04-27,819.0900268554688,826.0499877929688,812.8499755859375,825.469970703125,3645830000,0,0
2012-04-30,825.469970703125,825.469970703125,816.47998046875,816.8800048828125,3574010000,0,0
2012-05-01,817.7000122070312,830.0999755859375,815.5499877929688,815.8900146484375,3807950000,0,0
2012-05-02,811.47998046875,818.8200073242188,807.97998046875,818.5999755859375,3803860000,0,0
2012-05-03,817.9500122070312,818.22998046875,803.6500244140625,806.5900268554688,4004910000,0,0
2012-05-04,802.0900268554688,802.0900268554688,791.260009765625,791.8400268554688,3975140000,0,0
2012-05-07,788.72998046875,796.1300048828125,788.0700073242188,793.8099975585938,3559390000,0,0
2012-05-08,788.6699829101562,793.719970703125,781.280029296875,793.0599975585938,4261670000,0,0
2012-05-09,792.7100219726562,792.7999877929688,781.4400024414062,788.9199829101562,4288540000,0,0
2012-05-10,790.219970703125,795.77001953125,788.1400146484375,791.75,3727990000,0,0
2012-05-11,786.2899780273438,795.8900146484375,785.969970703125,790.0599975585938,3869070000,0,0
2012-05-14,782.77001953125,784.9400024414062,777.780029296875,778.9500122070312,3688120000,0,0
2012-05-15,778.510009765625,784.8800048828125,775.969970703125,777.3599853515625,4114040000,0,0
2012-05-16,778.6900024414062,783.8900146484375,771.969970703125,772.1099853515625,4280420000,0,0
2012-05-17,772.6500244140625,773.3699951171875,754.3300170898438,754.3300170898438,4664280000,0,0
2012-05-18,753.7999877929688,758.780029296875,745.7100219726562,747.2100219726562,4512470000,0,0
2012-05-21,749.1900024414062,764.6400146484375,745.77001953125,764.6400146484375,3786750000,0,0
2012-05-22,765.0900268554688,770.1599731445312,755.5999755859375,759.6300048828125,4123680000,0,0
2012-05-23,755.0599975585938,766.1799926757812,748.1599731445312,765.1699829101562,4108330000,0,0
2012-05-24,766.469970703125,766.9199829101562,756.8200073242188,766.5700073242188,3937670000,0,0
2012-05-25,766.6400146484375,768.47998046875,764.0,766.4099731445312,2872660000,0,0
2012-05-29,771.7999877929688,778.77001953125,768.989990234375,777.1599731445312,3441640000,0,0
2012-05-30,770.739990234375,770.739990234375,761.6699829101562,762.0,3534290000,0,0
2012-05-31,762.5999755859375,765.47998046875,751.5800170898438,761.8200073242188,4557620000,0,0
2012-06-01,752.1099853515625,752.1099853515625,737.4199829101562,737.4199829101562,4669350000,0,0
2012-06-04,739.6900024414062,742.72998046875,729.75,737.239990234375,4011960000,0,0
2012-06-05,734.0900268554688,746.2100219726562,733.8400268554688,746.0900268554688,3403230000,0,0
2012-06-06,746.780029296875,765.1699829101562,746.780029296875,765.1699829101562,4268360000,0,0
2012-06-07,772.0599975585938,775.6500244140625,760.0399780273438,760.3400268554688,4258140000,0,0
2012-06-08,758.4400024414062,770.0700073242188,754.719970703125,769.1900024414062,3497190000,0,0
2012-06-11,775.7999877929688,776.6300048828125,750.969970703125,751.010009765625,3537530000,0,0
2012-06-12,754.4299926757812,761.6900024414062,748.530029296875,761.530029296875,3442920000,0,0
2012-06-13,759.510009765625,763.989990234375,749.8099975585938,752.3800048828125,3506510000,0,0
2012-06-14,753.2100219726562,762.8800048828125,751.8599853515625,762.3400268554688,3687720000,0,0
2012-06-15,761.8900146484375,772.0700073242188,761.239990234375,771.3200073242188,4401570000,0,0
2012-06-18,766.9199829101562,774.8099975585938,764.7000122070312,772.530029296875,3259430000,0,0
2012-06-19,775.5499877929688,789.510009765625,775.5499877929688,786.4299926757812,3815350000,0,0
2012-06-20,786.030029296875,789.219970703125,780.530029296875,784.0499877929688,3695700000,0,0
2012-06-21,784.6599731445312,784.7000122070312,764.3099975585938,764.8300170898438,4094470000,0,0
2012-06-22,768.969970703125,775.9299926757812,766.2100219726562,775.1599731445312,5271490000,0,0
2012-06-25,775.1500244140625,775.1500244140625,759.8300170898438,761.9000244140625,3501820000,0,0
2012-06-26,763.27001953125,767.8200073242188,758.0999755859375,765.02001953125,3412940000,0,0
2012-06-27,766.22998046875,776.7000122070312,766.22998046875,776.239990234375,3286910000,0,0
2012-06-28,770.9400024414062,775.9000244140625,764.3800048828125,775.8900146484375,3969370000,0,0
2012-06-29,775.8900146484375,799.0,775.8900146484375,798.489990234375,4590480000,0,0
2012-07-02,799.8200073242188,807.9400024414062,796.1400146484375,807.9400024414062,3301650000,0,0
2012-07-03,808.030029296875,818.489990234375,807.7000122070312,818.489990234375,2116390000,0,0
2012-07-05,816.4299926757812,820.4400024414062,813.27001953125,817.4299926757812,3041520000,0,0
2012-07-06,809.8200073242188,809.8200073242188,804.6900024414062,807.1400146484375,2745140000,0,0
