date,AMZN,GOOG,TSLA
2021-10-22,-0.00516,-0.16694444444444445,
2021-10-23,0.11920833333333335,-0.10533333333333333,
2021-10-24,0.11122999999999998,0.20944166666666666,
2021-10-25,0.1144,0.055240000000000004,0.08183018867924528
2021-10-26,0.06284857142857143,0.12599024390243901,0.162131914893617
